Potion,Page 32 Common Drop,Item,-,40,D050C6,E0,Loot
Glasses,Page 64 Common Steal,Item,-,40,D050C8,B4,Loot
Potion,Page 64 Rare Steal,Item,-,40,D050C9,E0,Loot
Phoenix Down,Page 64 Common Drop,Item,-,40,D050CA,E4,Loot
Ether,Page 128 Rare Steal,Item,-,40,D050CD,E2,Loot
Potion,Page 128 Common Drop,Item,-,40,D050CE,E0,Loot
Stealth Suit,Page 256 Common Steal,Item,-,40,D050D0,A4,Loot
HiPotion,Page 256 Rare Steal,Item,-,40,D050D1,E1,Loot
Mythril Shield,Page 256 Common Drop,Item,-,40,D050D2,84,Loot
Phoenix Down,Ifrit Rare Steal,Item,-,40,D050D5,E4,Loot
Flame Scroll,Ifrit Rare Drop,Item,-,40,D050D7,FC,Loot
Potion,Bomb Rare Steal,Item,-,40,D050D9,E0,Loot
Potion,Bomb Common Drop,Item,-,40,D050DA,E0,Loot
Potion,TwinLizard Common Drop,Item,-,40,D050DE,E0,Loot
War Hammer,BioSoldier Common Steal,Item,-,40,D050E0,24,Loot
Battle Axe,BioSoldier Rare Steal,Item,-,40,D050E1,21,Loot
Antidote,BioSoldier Common Drop,Item,-,40,D050E2,E8,Loot
Silver Bow,Crescent Rare Steal,Item,-,40,D050E5,65,Loot
DoomCut,Crescent Common Drop,Item,-,40,D050E6,69,Loot
Speed Drink,BlackFlame Common Steal,Item,-,40,D050E8,F4,Loot
Speed Drink,BlackFlame Common Drop,Item,-,40,D050EA,F4,Loot
Soft,StoneGolem Rare Steal,Item,-,40,D050ED,EC,Loot
HiPotion,StoneGolem Common Drop,Item,-,40,D050EE,E1,Loot
DragonFang,MiniDragon Common Steal,Item,-,40,D050F0,EA,Loot
Ether,Prototype Rare Steal,Item,-,40,D050F5,E2,Loot
DarkMatter,Prototype Rare Drop,Item,-,40,D050F7,EB,Loot
Trident,D.Chimera Common Steal,Item,-,40,D050F8,1A,Loot
Phoenix Down,D.Chimera Common Drop,Item,-,40,D050FA,E4,Loot
Potion,Sand Porky Rare Steal,Item,-,40,D050FD,E0,Loot
Potion,Sand Porky Common Drop,Item,-,40,D050FE,E0,Loot
Antidote,Sand Killer Common Drop,Item,-,40,D05102,E8,Loot
Javelin,Sand Bear Common Steal,Item,-,40,D05104,17,Loot
Antidote,Sand Bear Rare Drop,Item,-,40,D05107,E8,Loot
Bard's Surplice,Ra Mage Rare Steal,Item,-,40,D05109,AA,Loot
Elixir,Ra Mage Common Drop,Item,-,40,D0510A,E3,Loot
Power Drink,LonkaKnght Common Steal,Item,-,40,D0510C,F3,Loot
HiPotion,LonkaKnght Rare Steal,Item,-,40,D0510D,E1,Loot
Mythril Shield,LonkaKnght Common Drop,Item,-,40,D0510E,84,Loot
Soft,StonedMask Rare Steal,Item,-,40,D05111,EC,Loot
Elixir,Whirl Demon Common Steal,Item,-,40,D05114,E3,Loot
Potion,Whirl Demon Rare Steal,Item,-,40,D05115,E0,Loot
Darkness Bow,Whirl Demon Common Drop,Item,-,40,D05116,42,Loot
Lamia's Tiara,Lamia Common Steal,Item,-,40,D05118,99,Loot
Maiden's Kiss,Lamia Rare Steal,Item,-,40,D05119,E5,Loot
HiPotion,ArchaeToad Common Steal,Item,-,40,D0511C,E1,Loot
HiPotion,Hyudora Common Steal,Item,-,40,D05120,E1,Loot
Ether,Hyudora Rare Steal,Item,-,40,D05121,E2,Loot
DragonFang,Hyudora Common Drop,Item,-,40,D05122,EA,Loot
Killer Bow,Hydra Common Steal,Item,-,40,D05124,43,Loot
Phoenix Down,Hydra Rare Drop,Item,-,40,D05127,E4,Loot
Ether,Water Buzz Common Steal,Item,-,40,D05128,E2,Loot
Potion,Torrent Common Steal,Item,-,40,D0512C,E0,Loot
HiPotion,Torrent Rare Steal,Item,-,40,D0512D,E1,Loot
Potion,Torrent Common Drop,Item,-,40,D0512E,E0,Loot
Elixir,Rock Brain Common Steal,Item,-,40,D05130,E3,Loot
Potion,Tarantula Rare Drop,Item,-,40,D05137,E0,Loot
Spear,Jail Bear Common Steal,Item,-,40,D05138,18,Loot
HiPotion,Jail Bear Common Drop,Item,-,40,D0513A,E1,Loot
Phoenix Down,Lunenta Common Steal,Item,-,40,D0513C,E4,Loot
Ether,Lunenta Common Drop,Item,-,40,D0513E,E2,Loot
Potion,Dilure Rare Steal,Item,-,40,D05141,E0,Loot
Potion,Dilure Common Drop,Item,-,40,D05142,E0,Loot
Potion,Faerie Orc Common Steal,Item,-,40,D05144,E0,Loot
Revivify,Faerie Orc Rare Steal,Item,-,40,D05145,E6,Loot
HiPotion,Faerie Orc Common Drop,Item,-,40,D05146,E1,Loot
HiPotion,Devourer Common Steal,Item,-,40,D05148,E1,Loot
Antidote,Mandrake Common Steal,Item,-,40,D0514C,E8,Loot
Eyedrop,Mandrake Rare Steal,Item,-,40,D0514D,E9,Loot
Elixir,Kuzar Common Drop,Item,-,40,D05152,E3,Loot
Soft,Cactus Common Steal,Item,-,40,D05154,EC,Loot
Potion,Cactus Rare Steal,Item,-,40,D05155,E0,Loot
Tent,Sand Crawl Common Steal,Item,-,40,D05158,F0,Loot
Power Drink,Sand Crawl Rare Drop,Item,-,40,D0515B,F3,Loot
Golden Shield,ShieldDrgn Common Steal,Item,-,40,D0515C,85,Loot
Mythril Shield,ShieldDrgn Rare Steal,Item,-,40,D0515D,84,Loot
Golden Shield,ShieldDrgn Common Drop,Item,-,40,D0515E,85,Loot
Revivify,Blood Slime Rare Steal,Item,-,40,D05161,E6,Loot
Revivify,Blood Slime Common Drop,Item,-,40,D05162,E6,Loot
Potion,Acrophese Rare Steal,Item,-,40,D05165,E0,Loot
HiPotion,MooglEater Common Steal,Item,-,40,D05168,E1,Loot
HiPotion,Lopros Rare Steal,Item,-,40,D0516D,E1,Loot
HiPotion,Lopros Common Drop,Item,-,40,D0516E,E1,Loot
Tent,Skull Eater Rare Steal,Item,-,40,D05171,F0,Loot
Elixir,Skull Eater Common Drop,Item,-,40,D05172,E3,Loot
Potion,Aquathone Rare Steal,Item,-,40,D05175,E0,Loot
Antidote,Aquathone Common Drop,Item,-,40,D05176,E8,Loot
Potion,Weresnake Rare Steal,Item,-,40,D05179,E0,Loot
HiPotion,Weresnake Common Drop,Item,-,40,D0517A,E1,Loot
Potion,Conago Rare Steal,Item,-,40,D0517D,E0,Loot
Eyedrop,Conago Common Drop,Item,-,40,D0517E,E9,Loot
Maiden's Kiss,Ridicule Rare Steal,Item,-,40,D05181,E5,Loot
Hero Drink,Ridicule Common Drop,Item,-,40,D05182,F6,Loot
Protect Drink,Andagranda Common Drop,Item,-,40,D05186,F5,Loot
Bard's Surplice,Drippy Common Steal,Item,-,40,D05188,AA,Loot
Mythril Hammer,Drippy Rare Steal,Item,-,40,D05189,22,Loot
Tent,Drippy Common Drop,Item,-,40,D0518A,F0,Loot
HiPotion,Likaon Common Steal,Item,-,40,D0518C,E1,Loot
Revivify,Likaon Common Drop,Item,-,40,D0518E,E6,Loot
Soft,BoneDragon Rare Steal,Item,-,40,D05191,EC,Loot
Ether,BoneDragon Common Drop,Item,-,40,D05192,E2,Loot
Gale Bow,Sting Eagle Common Steal,Item,-,40,D05194,66,Loot
Antidote,Sting Eagle Common Drop,Item,-,40,D05196,E8,Loot
DarkMatter,ZombieDrgn Common Steal,Item,-,40,D05198,EB,Loot
DragonFang,ZombieDrgn Rare Drop,Item,-,40,D0519B,EA,Loot
Soft,Golem Common Steal,Item,-,40,D0519C,EC,Loot
Soft,Golem Rare Steal,Item,-,40,D0519D,EC,Loot
Speed Drink,Neon Rare Steal,Item,-,40,D051A1,F4,Loot
Speed Drink,Neon Common Drop,Item,-,40,D051A2,F4,Loot
HiPotion,Magnetes Common Drop,Item,-,40,D051A6,E1,Loot
Venom Axe,Wall Knight Common Steal,Item,-,40,D051A8,25,Loot
War Hammer,Wall Knight Rare Steal,Item,-,40,D051A9,24,Loot
Wall Ring,Wall Knight Common Drop,Item,-,40,D051AA,CA,Loot
Dream Harp,Traveler Common Steal,Item,-,40,D051AC,48,Loot
Dream Harp,Traveler Common Drop,Item,-,40,D051AE,48,Loot
Potion,Tricker Rare Steal,Item,-,40,D051B1,E0,Loot
HiPotion,Tricker Common Drop,Item,-,40,D051B2,E1,Loot
HiPotion,Gravido Common Steal,Item,-,40,D051B4,E1,Loot
Gaia Gear,Gravido Common Drop,Item,-,40,D051B6,A9,Loot
Partisan,Ziggurat Common Steal,Item,-,40,D051B8,1C,Loot
Giant Drink,Ziggurat Common Drop,Item,-,40,D051BA,F2,Loot
HiPotion,Cure Beast Common Steal,Item,-,40,D051BC,E1,Loot
Elixir,Cure Beast Common Drop,Item,-,40,D051BE,E3,Loot
Potion,Land Turtle Rare Steal,Item,-,40,D051C1,E0,Loot
TurtleShell,Land Turtle Rare Drop,Item,-,40,D051C3,E7,Loot
HiPotion,Bold Mani Common Steal,Item,-,40,D051C4,E1,Loot
Revivify,Bold Mani Common Drop,Item,-,40,D051C6,E6,Loot
Phoenix Down,Shoat Common Steal,Item,-,40,D051C8,E4,Loot
Shoat,Shoat Rare Drop,Item,-,40,D051CB,FA,Loot
Tricorn Hat,MiniMage Common Steal,Item,-,40,D051CC,91,Loot
Tricorn Hat,MiniMage Common Drop,Item,-,40,D051CE,91,Loot
Eyedrop,GajraGajri Rare Steal,Item,-,40,D051D1,E9,Loot
Ether,GajraGajri Common Drop,Item,-,40,D051D2,E2,Loot
HiPotion,Mammon Common Steal,Item,-,40,D051D4,E1,Loot
HiPotion,Mammon Common Drop,Item,-,40,D051D6,E1,Loot
Potion,Imp Rare Steal,Item,-,40,D051D9,E0,Loot
Diamond Armlet,Imp Common Drop,Item,-,40,D051DA,B8,Loot
Antidote,Wyrm Rare Steal,Item,-,40,D051DD,E8,Loot
DragonFang,Wyrm Common Drop,Item,-,40,D051DE,EA,Loot
HiPotion,TwinLizard Common Steal,Item,-,40,D051E0,E1,Loot
Potion,TwinLizard Common Drop,Item,-,40,D051E2,E0,Loot
Eyedrop,Blind Wolf Common Steal,Item,-,40,D051E4,E9,Loot
Eyedrop,Blind Wolf Common Drop,Item,-,40,D051E6,E9,Loot
HiPotion,Arage Common Steal,Item,-,40,D051E8,E1,Loot
Potion,Arage Rare Steal,Item,-,40,D051E9,E0,Loot
Phoenix Down,Arage Common Drop,Item,-,40,D051EA,E4,Loot
Wall Ring,Wall Mage Common Steal,Item,-,40,D051EC,CA,Loot
Ether,Wall Mage Common Drop,Item,-,40,D051EE,E2,Loot
HiPotion,Magic Drgn Common Steal,Item,-,40,D051F0,E1,Loot
Potion,Magic Drgn Rare Steal,Item,-,40,D051F1,E0,Loot
Elixir,Magic Drgn Common Drop,Item,-,40,D051F2,E3,Loot
Judgement Staff,DarkWizard Common Steal,Item,-,40,D051F4,3E,Loot
Venom Rod,DarkWizard Rare Steal,Item,-,40,D051F5,35,Loot
Power Staff,DarkWizard Common Drop,Item,-,40,D051F6,3A,Loot
HiPotion,AdamaGolem Common Steal,Item,-,40,D051F8,E1,Loot
Potion,AdamaGolem Rare Steal,Item,-,40,D051F9,E0,Loot
HiPotion,AdamaGolem Common Drop,Item,-,40,D051FA,E1,Loot
Phoenix Down,BandelKuar Common Steal,Item,-,40,D051FC,E4,Loot
Phoenix Down,BandelKuar Common Drop,Item,-,40,D051FE,E4,Loot
BeastKiller,Motordrive Common Steal,Item,-,40,D05200,5D,Loot
Potion,Motordrive Rare Steal,Item,-,40,D05201,E0,Loot
Hero Drink,Motordrive Common Drop,Item,-,40,D05202,F6,Loot
Cabin,BlueDragon Common Steal,Item,-,40,D05204,F1,Loot
DragonFang,BlueDragon Rare Steal,Item,-,40,D05205,EA,Loot
DragonFang,BlueDragon Common Drop,Item,-,40,D05206,EA,Loot
Flame Ring,Red Dragon Common Steal,Item,-,40,D05208,BD,Loot
HiPotion,Red Dragon Rare Steal,Item,-,40,D05209,E1,Loot
Elixir,Red Dragon Common Drop,Item,-,40,D0520A,E3,Loot
Ether,Yellow Drgn Common Steal,Item,-,40,D0520C,E2,Loot
Thunder Rod,Yellow Drgn Rare Steal,Item,-,40,D0520D,34,Loot
Coral Ring,Yellow Drgn Common Drop,Item,-,40,D0520E,BE,Loot
HiPotion,Sleepy Common Steal,Item,-,40,D05210,E1,Loot
Healing Staff,Sleepy Rare Steal,Item,-,40,D05211,3B,Loot
Leather Cap,Sleepy Common Drop,Item,-,40,D05212,89,Loot
Protect Drink,Treeman Common Steal,Item,-,40,D05214,F5,Loot
Power Drink,Treeman Rare Steal,Item,-,40,D05215,F3,Loot
Speed Drink,Treeman Common Drop,Item,-,40,D05216,F4,Loot
Soft,Hedgehog Rare Steal,Item,-,40,D05219,EC,Loot
Soft,Hedgehog Common Drop,Item,-,40,D0521A,EC,Loot
Antidote,Python Rare Steal,Item,-,40,D0521D,E8,Loot
Eyedrop,Python Common Drop,Item,-,40,D0521E,E9,Loot
HiPotion,Shadow Common Steal,Item,-,40,D05220,E1,Loot
Revivify,Shadow Common Drop,Item,-,40,D05222,E6,Loot
Hero Drink,Elm Gigas Common Steal,Item,-,40,D05224,F6,Loot
Giant Drink,Elm Gigas Common Drop,Item,-,40,D05226,F2,Loot
HiPotion,Pao Common Steal,Item,-,40,D05228,E1,Loot
Potion,Pao Rare Steal,Item,-,40,D05229,E0,Loot
Tent,Pao Rare Drop,Item,-,40,D0522B,F0,Loot
Potion,Radiator Common Steal,Item,-,40,D0522C,E0,Loot
Potion,Radiator Common Drop,Item,-,40,D0522E,E0,Loot
HiPotion,Metamorpha Common Steal,Item,-,40,D05230,E1,Loot
Staff,Metamorpha Rare Steal,Item,-,40,D05231,38,Loot
Staff of Light,Metamorpha Common Drop,Item,-,40,D05232,3C,Loot
BeastKiller,Unknown Common Steal,Item,-,40,D05234,5D,Loot
Antidote,Desertpede Common Steal,Item,-,40,D05238,E8,Loot
Potion,Desertpede Rare Steal,Item,-,40,D05239,E0,Loot
DarkMatter,Desertpede Common Drop,Item,-,40,D0523A,EB,Loot
Potion,Barette Rare Steal,Item,-,40,D0523D,E0,Loot
HiPotion,Barette Common Drop,Item,-,40,D0523E,E1,Loot
Thief's Glove,Sekmet Common Steal,Item,-,40,D05240,B0,Loot
HiPotion,Sekmet Rare Steal,Item,-,40,D05241,E1,Loot
Crystal Armor,Sekmet Common Drop,Item,-,40,D05242,A0,Loot
Thornlet,BlandLamia Common Steal,Item,-,40,D05244,CC,Loot
Maiden's Kiss,BlandLamia Rare Steal,Item,-,40,D05245,E5,Loot
Lamia's Tiara,BlandLamia Common Drop,Item,-,40,D05246,99,Loot
Power Drink,Pyra Layer Rare Steal,Item,-,40,D05249,F3,Loot
Potion,Pyra Layer Common Drop,Item,-,40,D0524A,E0,Loot
Protect Drink,Nile Common Drop,Item,-,40,D0524E,F5,Loot
Phoenix Down,Archaesaur Common Steal,Item,-,40,D05250,E4,Loot
DragonFang,Archaesaur Rare Drop,Item,-,40,D05253,EA,Loot
Elixir,ZephyrZone Common Steal,Item,-,40,D05254,E3,Loot
Potion,ZephyrZone Rare Steal,Item,-,40,D05255,E0,Loot
Elixir,ZephyrZone Common Drop,Item,-,40,D05256,E3,Loot
DarkMatter,ExdethSoul Rare Drop,Item,-,40,D0525B,EB,Loot
HiPotion,Slug Common Steal,Item,-,40,D0525C,E1,Loot
Potion,Slug Rare Steal,Item,-,40,D0525D,E0,Loot
HiPotion,GloomWidow Common Steal,Item,-,40,D05260,E1,Loot
Potion,GloomWidow Rare Steal,Item,-,40,D05261,E0,Loot
DoomCut,Mukare Common Steal,Item,-,40,D05264,69,Loot
Silk robe,Mukare Rare Steal,Item,-,40,D05265,A8,Loot
Lumina Robe,Mukare Common Drop,Item,-,40,D05266,AB,Loot
Ether,Ixecrator Common Steal,Item,-,40,D05268,E2,Loot
Diamond Armlet,Ixecrator Common Drop,Item,-,40,D0526A,B8,Loot
Mirage Vest,Owazoral Common Steal,Item,-,40,D0526C,AE,Loot
HiPotion,Owazoral Rare Steal,Item,-,40,D0526D,E1,Loot
Revivify,Owazoral Common Drop,Item,-,40,D0526E,E6,Loot
Dancing Dagger,ShdwDancer Common Steal,Item,-,40,D05270,6D,Loot
Power Wrist,ShdwDancer Rare Steal,Item,-,40,D05271,BA,Loot
LuckMallet,ShdwDancer Common Drop,Item,-,40,D05272,ED,Loot
Revivify,Cursed One Common Steal,Item,-,40,D05274,E6,Loot
Revivify,Cursed One Common Drop,Item,-,40,D05276,E6,Loot
Ice Shield,Slownin Common Steal,Item,-,40,D05278,CD,Loot
Katana,Slownin Rare Steal,Item,-,40,D05279,29,Loot
Kotetsu,Slownin Common Drop,Item,-,40,D0527A,2B,Loot
Ether,TinyMage Common Steal,Item,-,40,D0527C,E2,Loot
Potion,TinyMage Common Drop,Item,-,40,D0527E,E0,Loot
Healing Staff,Dim Master Common Steal,Item,-,40,D05280,3B,Loot
Potion,Dim Master Rare Steal,Item,-,40,D05281,E0,Loot
HiPotion,Dim Master Common Drop,Item,-,40,D05282,E1,Loot
Thunder Whip,Flare Common Steal,Item,-,40,D05288,4D,Loot
Elixir,Flare Rare Steal,Item,-,40,D05289,E3,Loot
Magus,Flare Common Drop,Item,-,40,D0528A,92,Loot
Flame Shield,DuelKnight Common Steal,Item,-,40,D0528C,C4,Loot
Power Drink,DuelKnight Rare Steal,Item,-,40,D0528D,F3,Loot
Power Drink,DuelKnight Common Drop,Item,-,40,D0528E,F3,Loot
Giant Drink,Ion Rare Steal,Item,-,40,D05291,F2,Loot
Giant Drink,Ion Common Drop,Item,-,40,D05292,F2,Loot
Elven Bow,Berserker Common Steal,Item,-,40,D05294,44,Loot
Speed Drink,Berserker Rare Steal,Item,-,40,D05295,F4,Loot
DoomCut,Berserker Common Drop,Item,-,40,D05296,69,Loot
Angel Ring,Druid Common Steal,Item,-,40,D0529C,BC,Loot
Potion,Druid Rare Steal,Item,-,40,D0529D,E0,Loot
Phoenix Down,Druid Common Drop,Item,-,40,D0529E,E4,Loot
Potion,Iron Dress Rare Steal,Item,-,40,D052A1,E0,Loot
Tent,Iron Dress Common Drop,Item,-,40,D052A2,F0,Loot
DblLance,Statue Common Steal,Item,-,40,D052A4,1E,Loot
HiPotion,Statue Rare Steal,Item,-,40,D052A5,E1,Loot
Soft,Statue Common Drop,Item,-,40,D052A6,EC,Loot
HiPotion,Blizzard Common Steal,Item,-,40,D052A8,E1,Loot
HiPotion,Blizzard Common Drop,Item,-,40,D052AA,E1,Loot
Judgement Staff,Isteritos Common Steal,Item,-,40,D052AC,3E,Loot
Antidote,Isteritos Rare Steal,Item,-,40,D052AD,E8,Loot
DragonFang,Isteritos Common Drop,Item,-,40,D052AE,EA,Loot
Potion,Spizner Rare Steal,Item,-,40,D052B1,E0,Loot
Potion,Spizner Common Drop,Item,-,40,D052B2,E0,Loot
HiPotion,Unknown Common Steal,Item,-,40,D052B4,E1,Loot
Potion,Unknown Rare Steal,Item,-,40,D052B5,E0,Loot
Giant Drink,Unknown Common Drop,Item,-,40,D052B6,F2,Loot
HiPotion,Unknown Common Steal,Item,-,40,D052B8,E1,Loot
Potion,Unknown Rare Steal,Item,-,40,D052B9,E0,Loot
Power Drink,Unknown Common Drop,Item,-,40,D052BA,F3,Loot
HiPotion,Unknown Common Steal,Item,-,40,D052BC,E1,Loot
Potion,Unknown Rare Steal,Item,-,40,D052BD,E0,Loot
Speed Drink,Unknown Common Drop,Item,-,40,D052BE,F4,Loot
HiPotion,Unknown Common Steal,Item,-,40,D052C0,E1,Loot
Potion,Unknown Rare Steal,Item,-,40,D052C1,E0,Loot
Protect Drink,Unknown Common Drop,Item,-,40,D052C2,F5,Loot
Potion,MercuryBat Rare Steal,Item,-,40,D052C5,E0,Loot
HiPotion,MercuryBat Common Drop,Item,-,40,D052C6,E1,Loot
Protect Drink,Coral Common Steal,Item,-,40,D052C8,F5,Loot
Potion,Coral Rare Steal,Item,-,40,D052C9,E0,Loot
Elixir,Tonberi Common Steal,Item,-,40,D052CC,E3,Loot
Plumed Hat,Tonberi Rare Steal,Item,-,40,D052CD,90,Loot
Mirage Vest,Tonberi Common Drop,Item,-,40,D052CE,AE,Loot
HiPotion,Gel Water Common Steal,Item,-,40,D052D0,E1,Loot
Potion,Gel Water Rare Steal,Item,-,40,D052D1,E0,Loot
Speed Drink,Gel Water Common Drop,Item,-,40,D052D2,F4,Loot
Hero Drink,Fall Guard Common Steal,Item,-,40,D052D4,F6,Loot
Bandana,Fall Guard Rare Steal,Item,-,40,D052D5,96,Loot
Kaiser Knuckles,Fall Guard Common Drop,Item,-,40,D052D6,C1,Loot
ManEater,Alcumia Common Steal,Item,-,40,D052D8,6B,Loot
Maiden's Kiss,Alcumia Rare Steal,Item,-,40,D052D9,E5,Loot
Elixir,Alcumia Common Drop,Item,-,40,D052DA,E3,Loot
DragonFang,Red Dragon Common Steal,Item,-,40,D052DC,EA,Loot
Flame Scroll,Red Dragon Rare Steal,Item,-,40,D052DD,FC,Loot
DarkMatter,Red Dragon Common Drop,Item,-,40,D052DE,EB,Loot
DragonFang,Hydra Common Steal,Item,-,40,D052E0,EA,Loot
Thunder Scroll,Hydra Rare Steal,Item,-,40,D052E1,FE,Loot
DarkMatter,Hydra Common Drop,Item,-,40,D052E2,EB,Loot
DragonFang,BoneDragon Common Steal,Item,-,40,D052E4,EA,Loot
